source_taxon_external_id,source_taxon_name,source_taxon_path,interaction_type,target_taxon_external_id,target_taxon_name,target_taxon_path
EOL:468563,Schizophthirus graphiuri,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus graphiuri,parasiteOf,EOL:42255,Graphiurus,Animalia | Chordata | Mammalia | Rodentia | Myoxidae | Graphiurus
EOL:477383,Hoplopleura hispida,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura hispida,parasiteOf,EOL:328419,Lemmus sibiricus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Lemmus | Lemmus sibiricus
EOL:473742,Haemodipsus leporis,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Haemodipsus | Haemodipsus leporis,parasiteOf,EOL:133022,Lepus timidus,Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus | Lepus timidus
EOL:470750,Enderleinellus dolichocephalus,Animalia | Arthropoda | Insecta | Phthiraptera | Enderleinellidae | Enderleinellus | Enderleinellus dolichocephalus,parasiteOf,EOL:312105,Marmota camtschatica,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Marmota | Marmota camtschatica
EOL:469858,Linognathoides relictus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides relictus,parasiteOf,EOL:15104,Spermophilus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Spermophilus
EOL:466907,Neohaematopinus neotomae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus neotomae,parasiteOf,EOL:1179905,Hodomys alleni,Animalia | Chordata | Mammalia | Rodentia | Muridae | Hodomys | Hodomys alleni
EOL:473599,Hoplopleura orinocoi,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura orinocoi,parasiteOf,EOL:326967,Mesomys hispidus,Animalia | Chordata | Mammalia | Rodentia | Echimyidae | Mesomys | Mesomys hispidus
EOL:470137,Hoplopleura handleyi,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura handleyi,parasiteOf,EOL:1179934,Neacomys tenuipes,Animalia | Chordata | Mammalia | Rodentia | Muridae | Neacomys | Neacomys tenuipes
EOL:400079,Hoplopleura ochotonae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ochotonae,parasiteOf,EOL:122420,Ochotona thibetana,Animalia | Chordata | Mammalia | Lagomorpha | Ochotonidae | Ochotona | Ochotona thibetana
EOL:400079,Hoplopleura ochotonae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ochotonae,parasiteOf,EOL:124581,Ochotona roylei,Animalia | Chordata | Mammalia | Lagomorpha | Ochotonidae | Ochotona | Ochotona roylei
EOL:400079,Hoplopleura ochotonae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ochotonae,parasiteOf,EOL:115681,Ochotona hyperborea,Animalia | Chordata | Mammalia | Lagomorpha | Ochotonidae | Ochotona | Ochotona hyperborea
EOL:400079,Hoplopleura ochotonae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ochotonae,parasiteOf,EOL:124590,Ochotona dauurica,Animalia | Chordata | Mammalia | Lagomorpha | Ochotonidae | Ochotona | Ochotona dauurica
EOL:400079,Hoplopleura ochotonae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ochotonae,parasiteOf,EOL:124588,Ochotona cansus,Animalia | Chordata | Mammalia | Lagomorpha | Ochotonidae | Ochotona | Ochotona cansus
EOL:400079,Hoplopleura ochotonae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ochotonae,parasiteOf,EOL:969422,Ochotona alpina,Animalia | Chordata | Mammalia | Lagomorpha | Ochotonidae | Ochotona | Ochotona alpina
EOL:463645,Linognathus oviformis,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus oviformis,parasiteOf,no:match,Hirca manifricius,
EOL:469859,Linognathoides schizodactylus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides schizodactylus,parasiteOf,EOL:1041046,Spermophilus suslicus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Spermophilus | Spermophilus suslicus
EOL:468540,Schizophthirus sicistae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus sicistae,parasiteOf,EOL:327915,Sicista subtilis,Animalia | Chordata | Mammalia | Rodentia | Dipodidae | Sicista | Sicista subtilis
EOL:468540,Schizophthirus sicistae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus sicistae,parasiteOf,EOL:327905,Sicista betulina,Animalia | Chordata | Mammalia | Rodentia | Dipodidae | Sicista | Sicista betulina
EOL:469892,Linognathoides palaearctus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides palaearctus,parasiteOf,EOL:311622,Marmota sibirica,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Marmota | Marmota sibirica
EOL:469892,Linognathoides palaearctus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides palaearctus,parasiteOf,EOL:312103,Marmota himalayana,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Marmota | Marmota himalayana
EOL:469892,Linognathoides palaearctus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides palaearctus,parasiteOf,EOL:312106,Marmota caudata,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Marmota | Marmota caudata
EOL:469892,Linognathoides palaearctus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides palaearctus,parasiteOf,EOL:312104,Marmota bobak,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Marmota | Marmota bobak
EOL:469892,Linognathoides palaearctus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides palaearctus,parasiteOf,EOL:1037899,Marmota baibacina,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Marmota | Marmota baibacina
EOL:468560,Schizophthirus singularis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus singularis,parasiteOf,EOL:327916,Sicista tianshanica,Animalia | Chordata | Mammalia | Rodentia | Dipodidae | Sicista | Sicista tianshanica
EOL:404071,Enderleinellus replicates,Animalia | Arthropoda | Insecta | Phthiraptera | Enderleinellidae | Enderleinellus | Enderleinellus replicates,parasiteOf,EOL:1178636,Pteromys volans,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Pteromys | Pteromys volans
EOL:596578,Linognathus vituli,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus vituli,parasiteOf,EOL:328699,Bos taurus,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus
EOL:596575,Pediculus humanus,Animalia | Arthropoda | Insecta | Phthiraptera | Pediculidae | Pediculus | Pediculus humanus,parasiteOf,EOL:327955,Homo sapiens,Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Tetrapoda | Mammalia | Theria | Eutheria | Primates | Haplorrhini | Simiiformes | Hominoidea | Hominidae | Homininae | Homo | Homo sapiens
EOL:473269,Haematopinus suis,Animalia | Arthropoda | Insecta | Phthiraptera | Haematopinidae | Haematopinus | Haematopinus suis,parasiteOf,EOL:328663,Sus scrofa,Animalia | Chordata | Mammalia | Artiodactyla | Suidae | Sus | Sus scrofa
EOL:397973,Pthirus pubis,Animalia | Arthropoda | Insecta | Phthiraptera | Pthiridae | Pthirus | Pthirus pubis,parasiteOf,EOL:327955,Homo sapiens,Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Tetrapoda | Mammalia | Theria | Eutheria | Primates | Haplorrhini | Simiiformes | Hominoidea | Hominidae | Homininae | Homo | Homo sapiens
EOL:398334,Pecaroecus javalii,Animalia | Arthropoda | Insecta | Phthiraptera | Pecaroecidae | Pecaroecus | Pecaroecus javalii,parasiteOf,EOL:1037712,Pecari tajacu,Animalia | Chordata | Mammalia | Artiodactyla | Tayassuidae | Pecari | Pecari tajacu
EOL:470190,Hoplopleura bidentata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura bidentata,parasiteOf,EOL:1179099,Hydromys chrysogaster,Animalia | Chordata | Mammalia | Rodentia | Muridae | Hydromys | Hydromys chrysogaster
EOL:463613,Linognathus peleus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus peleus,parasiteOf,EOL:331081,Pelea capreolus,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Pelea | Pelea capreolus
EOL:398833,Enderleinellus dremomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Enderleinellidae | Enderleinellus | Enderleinellus dremomydis,parasiteOf,EOL:313052,Dremomys rufigenis,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Dremomys | Dremomys rufigenis
EOL:398833,Enderleinellus dremomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Enderleinellidae | Enderleinellus | Enderleinellus dremomydis,parasiteOf,EOL:313050,Dremomys pernyi,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Dremomys | Dremomys pernyi
EOL:468646,Polyplax spinigera,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Polyplax | Polyplax spinigera,parasiteOf,EOL:1179597,Arvicola terrestris,Animalia | Chordata | Mammalia | Rodentia | Muridae | Arvicola | Arvicola terrestris
EOL:468646,Polyplax spinigera,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Polyplax | Polyplax spinigera,parasiteOf,EOL:1179596,Arvicola sapidus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Arvicola | Arvicola sapidus
EOL:467491,Hoplopleura distorta,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura distorta,parasiteOf,EOL:1178593,Tamiops swinhoei,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Tamiops | Tamiops swinhoei
EOL:471411,Eulinognathus biuncatus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus biuncatus,parasiteOf,EOL:327893,Dipus sagitta,Animalia | Chordata | Mammalia | Rodentia | Dipodidae | Dipus | Dipus sagitta
EOL:470352,Hoplopleura meridionidis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura meridionidis,parasiteOf,EOL:1179766,Meriones unguiculatus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Meriones | Meriones unguiculatus
EOL:470352,Hoplopleura meridionidis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura meridionidis,parasiteOf,EOL:1179764,Meriones tamariscinus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Meriones | Meriones tamariscinus
EOL:470352,Hoplopleura meridionidis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura meridionidis,parasiteOf,EOL:1179759,Meriones meridianus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Meriones | Meriones meridianus
EOL:470352,Hoplopleura meridionidis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura meridionidis,parasiteOf,EOL:1179758,Meriones libycus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Meriones | Meriones libycus
EOL:470352,Hoplopleura meridionidis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura meridionidis,parasiteOf,EOL:1179756,Meriones crassus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Meriones | Meriones crassus
EOL:470148,Hoplopleura cricetuli,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura cricetuli,parasiteOf,EOL:1179520,Tscherskia triton,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tscherskia | Tscherskia triton
EOL:466867,Enderleinellus sciurotamiasis,Animalia | Arthropoda | Insecta | Phthiraptera | Enderleinellidae | Enderleinellus | Enderleinellus sciurotamiasis,parasiteOf,EOL:326305,Sciurotamias davidianus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Sciurotamias | Sciurotamias davidianus
EOL:463464,Paradoxophthirus emarginata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Paradoxophthirus | Paradoxophthirus emarginata,parasiteOf,EOL:326305,Sciurotamias davidianus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Sciurotamias | Sciurotamias davidianus
EOL:467439,Haematopinus ludwigi,Animalia | Arthropoda | Insecta | Phthiraptera | Haematopinidae | Haematopinus | Haematopinus ludwigi,parasiteOf,EOL:328326,Sus philippensis,Animalia | Chordata | Mammalia | Artiodactyla | Suidae | Sus | Sus philippensis
EOL:467439,Haematopinus ludwigi,Animalia | Arthropoda | Insecta | Phthiraptera | Haematopinidae | Haematopinus | Haematopinus ludwigi,parasiteOf,EOL:328321,Sus barbatus,Animalia | Chordata | Mammalia | Artiodactyla | Suidae | Sus | Sus barbatus
EOL:468786,Polyplax cutchicus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Polyplax | Polyplax cutchicus,parasiteOf,EOL:1179054,Cremnomys cutchicus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Cremnomys | Cremnomys cutchicus
EOL:463463,Microthoracius cameli,Animalia | Arthropoda | Insecta | Phthiraptera | Microthoraciidae | Microthoracius | Microthoracius cameli,parasiteOf,EOL:309019,Camelus dromedarius,Animalia | Chordata | Mammalia | Artiodactyla | Camelidae | Camelus | Camelus dromedarius
EOL:398862,Hoplopleura kondana,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura kondana,parasiteOf,EOL:1179221,Millardia meltada,Animalia | Chordata | Mammalia | Rodentia | Muridae | Millardia | Millardia meltada
EOL:398862,Hoplopleura kondana,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura kondana,parasiteOf,EOL:1179220,Millardia kondana,Animalia | Chordata | Mammalia | Rodentia | Muridae | Millardia | Millardia kondana
EOL:470147,Hoplopleura cutchicus,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura cutchicus,parasiteOf,EOL:1179054,Cremnomys cutchicus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Cremnomys | Cremnomys cutchicus
EOL:470181,Hoplopleura captiosa,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura captiosa,parasiteOf,EOL:1179224,Mus booduga,Animalia | Chordata | Mammalia | Rodentia | Muridae | Mus | Mus booduga
EOL:468570,Schizophthirus jaczewskii,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus jaczewskii,parasiteOf,EOL:327933,Dryomys nitedula,Animalia | Chordata | Mammalia | Rodentia | Myoxidae | Dryomys | Dryomys nitedula
EOL:397971,Schizophthirus gliris,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus gliris,parasiteOf,EOL:42261,Myoxus,Animalia | Chordata | Mammalia | Rodentia | Myoxidae | Myoxus
EOL:394105,Schizophthirus dryomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus dryomydis,parasiteOf,EOL:327933,Dryomys nitedula,Animalia | Chordata | Mammalia | Rodentia | Myoxidae | Dryomys | Dryomys nitedula
EOL:471412,Eulinognathus americanus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus americanus,parasiteOf,EOL:326365,Ctenomys torquatus,Animalia | Chordata | Mammalia | Rodentia | Octodontidae | Ctenomys | Ctenomys torquatus
EOL:471412,Eulinognathus americanus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus americanus,parasiteOf,EOL:326364,Ctenomys talarum,Animalia | Chordata | Mammalia | Rodentia | Octodontidae | Ctenomys | Ctenomys talarum
EOL:471412,Eulinognathus americanus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus americanus,parasiteOf,EOL:326361,Ctenomys sericeus,Animalia | Chordata | Mammalia | Rodentia | Octodontidae | Ctenomys | Ctenomys sericeus
EOL:471412,Eulinognathus americanus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus americanus,parasiteOf,EOL:326350,Ctenomys mendocinus,Animalia | Chordata | Mammalia | Rodentia | Octodontidae | Ctenomys | Ctenomys mendocinus
EOL:471412,Eulinognathus americanus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus americanus,parasiteOf,EOL:126759,Ctenomys haigi,Animalia | Chordata | Mammalia | Rodentia | Octodontidae | Ctenomys | Ctenomys haigi
EOL:471412,Eulinognathus americanus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus americanus,parasiteOf,EOL:290027,Ctenomys brasiliensis,Animalia | Chordata | Mammalia | Rodentia | Octodontidae | Ctenomys | Ctenomys brasiliensis
EOL:470212,Hoplopleura argentina,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura argentina,parasiteOf,EOL:1180094,Reithrodon auritus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Reithrodon | Reithrodon auritus
EOL:470212,Hoplopleura argentina,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura argentina,parasiteOf,EOL:111329,Reithrodon,Animalia | Chordata | Mammalia | Rodentia | Muridae | Reithrodon
EOL:467522,Eulinognathus patagonicus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Eulinognathus | Eulinognathus patagonicus,parasiteOf,EOL:326361,Ctenomys sericeus,Animalia | Chordata | Mammalia | Rodentia | Octodontidae | Ctenomys | Ctenomys sericeus
EOL:406540,Pterophthirus alata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Pterophthirus | Pterophthirus alata,parasiteOf,EOL:1038697,Microcavia australis,Animalia | Chordata | Mammalia | Rodentia | Caviidae | Microcavia | Microcavia australis
EOL:406540,Pterophthirus alata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Pterophthirus | Pterophthirus alata,parasiteOf,EOL:1038676,Cavia aperea,Animalia | Chordata | Mammalia | Rodentia | Caviidae | Cavia | Cavia aperea
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:1180180,Zygodontomys brevicauda,Animalia | Chordata | Mammalia | Rodentia | Muridae | Zygodontomys | Zygodontomys brevicauda
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:1180024,Oryzomys xantheolus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys xantheolus
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:1180023,Oryzomys talamancae,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys talamancae
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:1179997,Oryzomys buccinatus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys buccinatus
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:1179984,Oligoryzomys fulvescens,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oligoryzomys | Oligoryzomys fulvescens
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:4461116,Nesoryzomys narboroughi,Nesoryzomys narboroughi
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:1179955,Nesoryzomys indefessus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Nesoryzomys | Nesoryzomys indefessus
EOL:473717,Hoplopleura nesoryzomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura nesoryzomydis,parasiteOf,EOL:1179930,Microryzomys minutus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Microryzomys | Microryzomys minutus
EOL:470791,Ctenophthirus cercomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Ctenophthirus | Ctenophthirus cercomydis,parasiteOf,EOL:327152,Thrichomys apereoides,Animalia | Chordata | Mammalia | Rodentia | Echimyidae | Thrichomys | Thrichomys apereoides
EOL:469962,Hoplopleura quadridentata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura quadridentata,parasiteOf,EOL:1180129,Scapteromys tumidus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Scapteromys | Scapteromys tumidus
EOL:469962,Hoplopleura quadridentata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura quadridentata,parasiteOf,EOL:1180020,Oryzomys rostratus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys rostratus
EOL:469962,Hoplopleura quadridentata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura quadridentata,parasiteOf,EOL:1179984,Oligoryzomys fulvescens,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oligoryzomys | Oligoryzomys fulvescens
EOL:469962,Hoplopleura quadridentata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura quadridentata,parasiteOf,EOL:1179937,Nectomys squamipes,Animalia | Chordata | Mammalia | Rodentia | Muridae | Nectomys | Nectomys squamipes
EOL:469962,Hoplopleura quadridentata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura quadridentata,parasiteOf,EOL:1179936,Nectomys palmipes,Animalia | Chordata | Mammalia | Rodentia | Muridae | Nectomys | Nectomys palmipes
EOL:397744,Linognathus taeniotrichus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus taeniotrichus,parasiteOf,EOL:328686,Chrysocyon brachyurus,Animalia | Chordata | Mammalia | Carnivora | Canidae | Chrysocyon | Chrysocyon brachyurus
EOL:397744,Linognathus taeniotrichus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus taeniotrichus,parasiteOf,EOL:328685,Cerdocyon thous,Animalia | Chordata | Mammalia | Carnivora | Canidae | Cerdocyon | Cerdocyon thous
EOL:397744,Linognathus taeniotrichus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus taeniotrichus,parasiteOf,EOL:14460,Canis,Animalia | Chordata | Mammalia | Carnivora | Canidae | Canis
EOL:471294,Hoplopleura scotinomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura scotinomydis,parasiteOf,EOL:1180133,Scotinomys xerampelinus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Scotinomys | Scotinomys xerampelinus
EOL:473758,Neohaematopinus sundasciuri,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus sundasciuri,parasiteOf,EOL:128074,Sundasciurus juvencus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Sundasciurus | Sundasciurus juvencus
EOL:469961,Hoplopleura ramgarh,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ramgarh,parasiteOf,EOL:1179249,Mus saxicola,Animalia | Chordata | Mammalia | Rodentia | Muridae | Mus | Mus saxicola
EOL:469961,Hoplopleura ramgarh,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ramgarh,parasiteOf,EOL:1179248,Mus platythrix,Animalia | Chordata | Mammalia | Rodentia | Muridae | Mus | Mus platythrix
EOL:470192,Hoplopleura blanfordi,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura blanfordi,parasiteOf,EOL:1179053,Cremnomys blanfordi,Animalia | Chordata | Mammalia | Rodentia | Muridae | Cremnomys | Cremnomys blanfordi
EOL:468800,Polyplax blanfordi,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Polyplax | Polyplax blanfordi,parasiteOf,EOL:1179053,Cremnomys blanfordi,Animalia | Chordata | Mammalia | Rodentia | Muridae | Cremnomys | Cremnomys blanfordi
EOL:477379,Hoplopleura hybomyis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura hybomyis,parasiteOf,EOL:1179097,Hybomys trivirgatus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Hybomys | Hybomys trivirgatus
EOL:398522,Hoplopleura silvula,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura silvula,parasiteOf,EOL:1179459,Vandeleuria oleracea,Animalia | Chordata | Mammalia | Rodentia | Muridae | Vandeleuria | Vandeleuria oleracea
EOL:463473,Microphthirus uncinatus,Animalia | Arthropoda | Insecta | Phthiraptera | Enderleinellidae | Microphthirus | Microphthirus uncinatus,parasiteOf,EOL:347431,Glaucomys volans,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Glaucomys | Glaucomys volans
EOL:463473,Microphthirus uncinatus,Animalia | Arthropoda | Insecta | Phthiraptera | Enderleinellidae | Microphthirus | Microphthirus uncinatus,parasiteOf,EOL:347430,Glaucomys sabrinus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Glaucomys | Glaucomys sabrinus
EOL:468804,Polyplax bullimae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Polyplax | Polyplax bullimae,parasiteOf,EOL:1179018,Bullimus bagobus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Bullimus | Bullimus bagobus
EOL:468638,Polyplax tarsomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Polyplax | Polyplax tarsomydis,parasiteOf,EOL:1179437,Tarsomys apoensis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tarsomys | Tarsomys apoensis
